COUNTRY,GLOBAL MARKET,QUANTITY,S.NO.,SALES CHANNEL,CUSTOMER NAME,PAYMENT METHOD,SALES MODEL,CATEGORY,PAYMENT STATUS,SHIPPING STATUS,UNIT PRICE,TOTAL REVENUE,DISCOUNT AMOUNT,DISCOUNT APPLIED,TAX APPLIED,TAX AMOUNT,NET SALES,GROSS SALES,PROFIT,ORDER DATE,DELIVERY DATE,RATING,REFERRAL SOURCE ,REPEAT PURCHASE,COURIER PARTNER,AVERAGE ORDER VALUE,CITY,CUSTOMER TYPE,DELIVERY TYPE,SUB CATEGORY,CURRENCY,COUPON CODE USED,SOURCE OF TRAFFIC,STOCK AVAILIBILITY,CUSTOMER REVIEW COMMENT,SHIPPING AMOUNT,EMI STATUS,CUSTOMER AGE 
Germany,2.1,208,821,OTTO,Idris Stewart,Net Banking,B2C,fashion,Cancelled,IN TRANSIT,35152,7311616,5272.8,15%,18%,1316090.88,7306343.2,29879.2,5995525.12,31-03-2025,04-04-2025,2.3,Social Media,yes,Ecom Express,35152,Berlin,RETURNING,EXPRESS,Sneakers,Euro,no,Influencer blogs,no,EXCELLENT,351.52,Bank EMI,28
Indonesia,1.2,155,822,Tokopedia,Dhruv Verma,Debit Card,B2C AND C2C,ELECTRONICS,Paid,IN TRANSIT,49602,7688310,7440.3,15%,18%,1383895.8,7680869.7,42161.7,6304414.2,01-04-2025,05-04-2025,4.6,Direct,yes,Ecom Express,49602,Surabaya,NEW,Locker Delivery,Earphones & Headphones,Indonesian Rupiah,yes,Influencer Marketing,yes,GOOD,496.02,BNPL (Buy Now Pay Later),26
Canada,1.5,191,823,Best Buy,Anjali Harrington,Digital Wallets,B2C,tech gadgets,Pending,RETURNED,41020,7834820,6153,15%,18%,1410267.6,7828667,34867,6424552.4,02-04-2025,06-04-2025,4.4,Social Media,yes,Shadowfax,41020,Toronto,RETURNING,EXPRESS,Soundbars,Dollar,no,Social Media,no,BAD,410.2,EMI Declined,24
Australia,1,134,824,Woolworths,Freya Amini,BNPL,B2C,household,Paid,DELIVERED,22439,3006826,3365.85,15%,18%,541228.68,3003460.15,19073.15,2465597.32,03-04-2025,07-04-2025,1.7,app,yes,Xpressbees,22439,sydney,NEW,International Delivery,Air fresheners,Dollar,yes,email,yes,GOOD,224.39,BNPL (Buy Now Pay Later),19
Brazil,1.3,168,825,Magalu,Milan Ali,UPI,B2C,fashion,Cancelled,DELIVERED,45033,7565544,6754.95,15%,18%,1361797.92,7558789.05,38278.05,6203746.08,04-04-2025,08-04-2025,2.9,Website,no,Blue Dart,45033,Rio de Janeiro,RETURNING,Next-Day Delivery,Sunglasses,Brazilian Real,no,google ads,no,WORST,450.33,Debit Card EMI,32
Mexico,1.2,117,826,Mercado Libre,Remy Anderson,Digital Wallets,B2C AND C2C,ELECTRONICS,Pending,RETURNED,24766,2897622,3714.9,15%,18%,521571.96,2893907.1,21051.1,2376050.04,05-04-2025,09-04-2025,3.9,app,no,FedEx,24766,Mexico City,NEW,STANDARD,Streaming Devices,mexican Peso,yes,Social Media,no,EXCELLENT,247.66,Not Available,41
italy,0.8,283,827,ePrice,Amara Kowalski,Credit Card,B2C,computers,Refunded,IN TRANSIT,39353,11136899,5902.95,15%,18%,2004641.82,11130996.05,33450.05,9132257.18,06-04-2025,10-04-2025,4.7,Website,yes,Blue Dart,39353,Rome,RETURNING,EXPRESS,Desktops,Euro,no,directly,yes,GOOD,393.53,Bank EMI,33
Russia,0.7,160,828,Yandex Market,Chloe Lin,Payment Gateways,B2C,personal care,Cancelled,DELIVERED,27369,4379040,4105.35,15%,18%,788227.2,4374934.65,23263.65,3590812.8,07-04-2025,11-04-2025,3.5,Direct,no,FedEx,27369,Moscow,NEW,International Delivery,Skin Care,Russian Ruble,yes,Social Media,yes,BAD,273.69,EMI Declined,23
Spain,0.7,139,829,PCComponentes,Chloe Sterling,COD,B2C,computer parts,Failed,DELIVERED,44496,6184944,6674.4,15%,18%,1113289.92,6178269.6,37821.6,5071654.08,08-04-2025,12-04-2025,1.8,Social Media,yes,Shadowfax,44496,Barcelona,RETURNING,Next-Day Delivery,Networking Devices,Euro,no,Social Media,no,GOOD,444.96,Not Available,42
Turkey,0.6,193,830,Trendyol,Omari Darwish,Cryptocurreny,B2C,beauty,Refunded,RETURNED,43882,8469226,6582.3,15%,18%,1524460.68,8462643.7,37299.7,6944765.32,09-04-2025,13-04-2025,4.2,Website,no,DHL Express,43882,Istanbul,NEW,EXPRESS,Toners & Mists,Turkish Lira,yes,Social Media,no,WORST,438.82,Yes,18
Netherlands,0.5,237,831,Coolblue,Idris Qureshi,UPI,B2C,smartphones,Cancelled,IN TRANSIT,48814,11568918,7322.1,15%,18%,2082405.24,11561595.9,41491.9,9486512.76,10-04-2025,14-04-2025,3,app,no,Ecom Express,48814,Amsterdam,RETURNING,Next-Day Delivery,Samsung,Euro,no,Influencer blogs,yes,EXCELLENT,488.14,NO,20
Sweden,0.5,237,832,CDON,Ronan Dubois,Debit Card,B2C AND C2C,fitness,Paid,DELIVERED,24777,5872149,3716.55,15%,18%,1056986.82,5868432.45,21060.45,4815162.18,11-04-2025,15-04-2025,1,app,no,Xpressbees,24777,Stockholm,NEW,STANDARD,Treadmills,Swedish Krona,yes,google ads,no,GOOD,247.77,BNPL (Buy Now Pay Later),31
singapore,0.4,154,833,Amazon SG,Ayden Martens,Cryptocurreny,B2C,Grocery,Pending,RETURNED,25923,3992142,3888.45,15%,18%,718585.56,3988253.55,22034.55,3273556.44,12-04-2025,16-04-2025,1.5,Website,yes,Ecom Express,25923,singapore,RETURNING,Next-Day Delivery,fruits & Vegetables,Dollar,no,email,no,BAD,259.23,Debit Card EMI,30
France,2.6,217,834,Amazon FR,Hana Singh,COD,B2C AND C2C,Fashion,Paid,IN TRANSIT,46922,10182074,7038.3,15%,18%,1832773.32,10175035.7,39883.7,8349300.68,13-04-2025,17-04-2025,2,Website,yes,Blue Dart,46922,Paris,NEW,International Delivery,Sneakers,Euro,yes,Influencer blogs,yes,EXCELLENT,469.22,EMI Declined,39
Australia,1,228,835,Woolworths,Rohan Yamada,Credit Card,B2C,pet supplies,Cancelled,IN TRANSIT,36437,8307636,5465.55,15%,18%,1495374.48,8302170.45,30971.45,6812261.52,14-04-2025,18-04-2025,0.3,Direct,yes,FedEx,36437,melbourne,RETURNING,EXPRESS,Dog Food,Dollar,no,Influencer Marketing,yes,WORST,364.37,Card EMI,32
Brazil,1.3,234,836,Mercado Livre,Ava Carter,Payment Gateways,B2C AND C2C,auto parts,Pending,RETURNED,32132,7518888,4819.8,15%,18%,1353399.84,7514068.2,27312.2,6165488.16,15-04-2025,19-04-2025,3.6,Social Media,no,Blue Dart,32132,São Paulo,RETURNING,International Delivery,Brakes,Brazilian Real,yes,YouTube ads,no,EXCELLENT,321.32,Yes,41
Mexico,1.2,140,837,Liverpool,Elise Castro,UPI,B2C,Apparel,Refunded,DELIVERED,36164,5062960,5424.6,15%,18%,911332.8,5057535.4,30739.4,4151627.2,16-04-2025,20-04-2025,4.5,Social Media,yes,Blue Dart,36164,Guadalajara,RETURNING,Next-Day Delivery,Baby & Toddler,mexican Peso,no,directly,yes,GOOD,361.64,NO,33
italy,0.8,264,838,Zalando,Mia Nair,BNPL,B2C,accessories,Cancelled,DELIVERED,34753,9174792,5212.95,15%,18%,1651462.56,9169579.05,29540.05,7523329.44,17-04-2025,21-04-2025,2.4,Direct,no,Shadowfax,34753,Milan,RETURNING,EXPRESS,Gloves & Mittens,Euro,yes,email,yes,BAD,347.53,BNPL (Buy Now Pay Later),23
Russia,0.7,192,839,Wildberries,Omari Noorani,COD,B2C AND C2C,clothing,Failed,RETURNED,43621,8375232,6543.15,15%,18%,1507541.76,8368688.85,37077.85,6867690.24,18-04-2025,22-04-2025,4,app,yes,DHL Express,43621,Saint Petersburg,RETURNING,STANDARD,Dresses,Russian Ruble,no,Social Media,no,GOOD,436.21,Yes,42
Spain,0.7,188,840,El Corte Inglés,Amara Ali,Payment Gateways,B2C,Grocery,Refunded,IN TRANSIT,32723,6151924,4908.45,15%,18%,1107346.32,6147015.55,27814.55,5044577.68,19-04-2025,23-04-2025,5,Website,no,Ecom Express,32723,madrid,NEW,International Delivery,Dairy & Eggs,Euro,yes,google ads,yes,WORST,327.23,NO,50
Turkey,0.6,267,841,N11,Ezra Kumar,Debit Card,B2C AND C2C,BOOKS,Cancelled,DELIVERED,47237,12612279,7085.55,15%,18%,2270210.22,12605193.45,40151.45,10342068.78,20-04-2025,24-04-2025,2.1,Social Media,yes,Xpressbees,47237,Ankara,NEW,Next-Day Delivery,fiction,Turkish Lira,no,directly,yes,EXCELLENT,472.37,BNPL (Buy Now Pay Later),21
Netherlands,0.5,234,842,Bol.com,Priya Bennett,Cryptocurreny,B2C AND C2C,toys,Paid,DELIVERED,33608,7864272,5041.2,15%,18%,1415568.96,7859230.8,28566.8,6448703.04,21-04-2025,25-04-2025,1.6,Direct,no,DTDC,33608,Rotterdam,RETURNING,STANDARD,Plush Toys,Euro,no,YouTube ads,no,WORST,336.08,Yes,40
Sweden,0.5,287,843,Elgiganten,Oscar Shukla,COD,B2C,tv&audio,Pending,DELIVERED,29396,8436652,4409.4,15%,18%,1518597.36,8432242.6,24986.6,6918054.64,22-04-2025,26-04-2025,2.7,Social Media,yes,FedEx,29396,Gothenburg,NEW,EXPRESS,Smart TVs,Swedish Krona,no,Influencer blogs,yes,GOOD,293.96,No,47
singapore,0.4,167,844,Qoo10,Jasper Bashir,Credit Card,B2C AND C2C,korean goods,Paid,IN TRANSIT,23279,3887593,3491.85,15%,18%,699766.74,3884101.15,19787.15,3187826.26,23-04-2025,27-04-2025,1.2,Direct,no,Blue Dart,23279,singapore,RETURNING,Locker Delivery,Instant Ramen,Dollar,yes,Influencer Marketing,no,BAD,232.79,Not Available,38
France,2.6,283,845,Cdiscount,Cruz Aziz,Payment Gateways,B2C,toys,Cancelled,RETURNED,48490,13722670,7273.5,15%,18%,2470080.6,13715396.5,41216.5,11252589.4,24-04-2025,28-04-2025,2.5,Website,yes,FedEx,48490,Marseille,RETURNING,Scheduled Delivery,Dolls & Dollhouses,Euro,no,google ads,yes,WORST,484.9,Pre-Approved EMI,43
China,50,175,846,Alibaba,Elina Schneider,UPI,B2B,Apparel,Pending,RETURNED,26953,4716775,4042.95,15%,18%,849019.5,4712732.05,22910.05,3867755.5,25-04-2025,29-04-2025,1.1,app,no,Blue Dart,26953,Shanghai,RETURNING,Next-Day Delivery,Scarves & Stoles,Chinese Yuan,yes,email,no,EXCELLENT,269.53,Card EMI,36
US,27,283,847,eBay,Sofia Richardson,BNPL,B2C AND C2C,used goods,Refunded,IN TRANSIT,37633,10650139,5644.95,15%,18%,1917025.02,10644494.05,31988.05,8733113.98,26-04-2025,30-04-2025,2.3,Website,yes,Ecom Express,37633,Los Angeles,NEW,International Delivery,power Tools,Dollar,no,Influencer blogs,yes,GOOD,376.33,Debit Card EMI,27
Japan,3.9,270,848,Yahoo! Shopping,Saanvi Mohammed,COD,B2C,home goods,Cancelled,DELIVERED,32192,8691840,4828.8,15%,18%,1564531.2,8687011.2,27363.2,7127308.8,27-04-2025,01-05-2025,4.6,app,no,Xpressbees,32192,Nagoya,RETURNING,International Delivery,Kitchen & Dining,Japanese Yen,yes,Influencer Marketing,no,BAD,321.92,Bank EMI,34
UK,2.9,127,849,Argos,Elijah Moreira,Payment Gateways,B2C,furniture,Failed,IN TRANSIT,41570,5279390,6235.5,15%,18%,950290.2,5273154.5,35334.5,4329099.8,28-04-2025,02-05-2025,4.4,Direct,yes,DTDC,41570,London,NEW,Next-Day Delivery,Sofas & Couches,British Pound Sterling,no,YouTube ads,yes,WORST,415.7,BNPL (Buy Now Pay Later),25
South Korea,4.2,192,850,Gmarket,Idris Nguyen,Net Banking,B2C AND C2C,BOOKS,Refunded,RETURNED,36515,7010880,5477.25,15%,18%,1261958.4,7005402.75,31037.75,5748921.6,29-04-2025,03-05-2025,1.7,Social Media,no,Shadowfax,36515,Busan,RETURNING,Scheduled Delivery,Business & Finance,South Korean Won,yes,directly,no,EXCELLENT,365.15,EMI Declined,22
India,2.4,130,851,Jio Mart,Kenzo Carter,Debit Card,B2C,daily essentials,Cancelled,DELIVERED,42685,5549050,6402.75,15%,18%,998829,5542647.25,36282.25,4550221,30-04-2025,04-05-2025,2.9,Social Media,yes,FedEx,42685,mumbai,NEW,Locker Delivery,Health & Wellness,Indian Rupee,no,email,yes,GOOD,426.85,BNPL (Buy Now Pay Later),29
Germany,2.1,274,852,media market,Zayd Becker,Digital Wallets,B2C,audio/video,Paid,IN TRANSIT,25677,7035498,3851.55,15%,18%,1266389.64,7031646.45,21825.45,5769108.36,01-05-2025,05-05-2025,3.9,Direct,no,FedEx,25677,Hamburg,RETURNING,EXPRESS,Headphones & Earphones,Euro,yes,YouTube ads,no,BAD,256.77,Debit Card EMI,45
Indonesia,1.2,214,853,Lazada,Leila Wells,BNPL,B2C AND C2C,home goods,Pending,IN TRANSIT,39970,8553580,5995.5,15%,18%,1539644.4,8547584.5,33974.5,7013935.6,02-05-2025,06-05-2025,4.7,app,yes,DHL Express,39970,jakarta,NEW,STANDARD,Furniture,Indonesian Rupiah,no,email,no,GOOD,399.7,Not Available,49
Canada,1.5,179,854,Best Buy,Zaina Flynn,UPI,B2C,gaming,Paid,DELIVERED,21862,3913298,3279.3,15%,18%,704393.64,3910018.7,18582.7,3208904.36,03-05-2025,07-05-2025,3.5,Website,yes,Blue Dart,21862,vancouver,RETURNING,EXPRESS,playStation,Dollar,yes,Social Media,no,WORST,218.62,Not Available,48
South Korea,4.2,267,855,Naver Shopping,Thiago Kassem,Digital Wallets,B2C AND C2C,home goods,Cancelled,RETURNED,48466,12940422,7269.9,15%,18%,2329275.96,12933152.1,41196.1,10611146.04,04-05-2025,08-05-2025,1.8,app,yes,Shadowfax,48466,Seoul,NEW,Locker Delivery,Home Décor,South Korean Won,no,directly,yes,EXCELLENT,484.66,Pre-Approved EMI,44
India,2.4,185,856,Flipkart,Norah Mehta,Credit Card,B2C AND C2C,Appliances,Pending,IN TRANSIT,46552,8612120,6982.8,15%,18%,1550181.6,8605137.2,39569.2,7061938.4,05-05-2025,09-05-2025,4.2,Website,yes,DHL Express,46552,delhi,RETURNING,EXPRESS,Air Conditioners,Indian Rupee,no,google ads,no,GOOD,465.52,Debit Card EMI,46
Germany,2.1,139,857,OTTO,Indira Duarte,Payment Gateways,B2C,fashion,Refunded,DELIVERED,27274,3791086,4091.1,15%,18%,682395.48,3786994.9,23182.9,3108690.52,06-05-2025,10-05-2025,3,Direct,no,Ecom Express,27274,Cologne,RETURNING,International Delivery,Sunglasses,Euro,yes,Influencer blogs,yes,BAD,272.74,Yes,37
Indonesia,1.2,155,858,Shopee,Saanvi Abe,COD,B2C AND C2C,clothing,Cancelled,DELIVERED,42630,6607650,6394.5,15%,18%,1189377,6601255.5,36235.5,5418273,07-05-2025,11-05-2025,1,Social Media,yes,Xpressbees,42630,jakarta,RETURNING,Next-Day Delivery,T-Shirts & Polos,Indonesian Rupiah,yes,Influencer Marketing,no,GOOD,426.3,No,28
Canada,1.5,151,859,Walmart CA,Ari Pereira,Cryptocurreny,B2C,HOME,Failed,RETURNED,41425,6255175,6213.75,15%,18%,1125931.5,6248961.25,35211.25,5129243.5,08-05-2025,12-05-2025,1.5,Direct,yes,DTDC,41425,Toronto,RETURNING,STANDARD,Home Storage & Organization,Dollar,no,directly,yes,WORST,414.25,Not Available,26
Australia,1,109,860,Catch,Zaina Becker,UPI,B2C,toys,Refunded,IN TRANSIT,45614,4971926,6842.1,15%,18%,894946.68,4965083.9,38771.9,4076979.32,09-05-2025,13-05-2025,2,Social Media,yes,FedEx,45614,sydney,RETURNING,EXPRESS,Plush Toys,Dollar,no,directly,no,EXCELLENT,456.14,Pre-Approved EMI,24
Brazil,1.3,185,861,Magalu,Sofia Calderon,Net Banking,B2C,furniture,Cancelled,DELIVERED,35051,6484435,5257.65,15%,18%,1167198.3,6479177.35,29793.35,5317236.7,10-05-2025,14-05-2025,0.3,app,no,Blue Dart,35051,Rio de Janeiro,NEW,International Delivery,Wardrobes,Brazilian Real,yes,google ads,yes,GOOD,350.51,Card EMI,19
Mexico,1.2,108,862,Mercado Libre,Alina Rahman,Debit Card,B2C AND C2C,sports goods,Paid,RETURNED,46194,4988952,6929.1,15%,18%,898011.36,4982022.9,39264.9,4090940.64,11-05-2025,15-05-2025,4.5,Website,yes,FedEx,46194,Mexico City,NEW,Next-Day Delivery,Outdoor & Adventure,mexican Peso,no,Influencer blogs,no,BAD,461.94,Debit Card EMI,32
italy,0.8,284,863,Zalando,Saanvi Brown,Digital Wallets,B2C,shoes,Pending,IN TRANSIT,29827,8470868,4474.05,15%,18%,1524756.24,8466393.95,25352.95,6946111.76,12-05-2025,16-05-2025,2.4,app,no,Blue Dart,29827,Rome,RETURNING,EXPRESS,Flip-Flops,Euro,no,Influencer Marketing,yes,GOOD,298.27,Bank EMI,41
Australia,1,159,864,Catch,Ayden Rahman,BNPL,B2C,daily deals,Paid,IN TRANSIT,20705,3292095,3105.75,15%,18%,592577.1,3288989.25,17599.25,2699517.9,13-05-2025,17-05-2025,4,Social Media,no,Ecom Express,20705,melbourne,NEW,Next-Day Delivery,Hourly Flash Sales,Dollar,yes,directly,no,WORST,207.05,BNPL (Buy Now Pay Later),33
Brazil,1.3,115,865,Amazon BR,Ivy Takahashi,UPI,B2C,home goods,Cancelled,RETURNED,38660,4445900,5799,15%,18%,800262,4440101,32861,3645638,14-05-2025,18-05-2025,5,Direct,no,FedEx,38660,São Paulo,RETURNING,STANDARD,Furniture,Brazilian Real,yes,email,yes,EXCELLENT,386.6,EMI Declined,23
Mexico,1.2,270,866,Liverpool,Amira Banerjee,Digital Wallets,B2C,beauty,Pending,DELIVERED,49951,13486770,7492.65,15%,18%,2427618.6,13479277.35,42458.35,11059151.4,15-05-2025,19-05-2025,2.1,Social Media,yes,DTDC,49951,Guadalajara,RETURNING,Next-Day Delivery,Makeup Kits & Combo,mexican Peso,no,Social Media,no,WORST,499.51,BNPL (Buy Now Pay Later),42
italy,0.8,295,867,ePrice,Isabella Khan,Credit Card,B2C,tech gadgets,Refunded,DELIVERED,30614,9031130,4592.1,15%,18%,1625603.4,9026537.9,26021.9,7405526.6,16-05-2025,20-05-2025,1.6,app,no,Ecom Express,30614,Milan,RETURNING,International Delivery,Pop Sockets,Euro,yes,google ads,no,EXCELLENT,306.14,Debit Card EMI,50
Australia,1,158,868,Woolworths,Noah Bakshi,Payment Gateways,B2C,household,Cancelled,RETURNED,24937,3940046,3740.55,15%,18%,709208.28,3936305.45,21196.45,3230837.72,17-05-2025,21-05-2025,2.7,Website,yes,Ecom Express,24937,Sydney,NEW,EXPRESS,Floor cleaners,Dollar,yes,directly,yes,GOOD,249.37,Not Available,21
Brazil,1.3,173,869,Magalu,Kai Takahashi,COD,B2C,fashion,Failed,IN TRANSIT,31607,5468011,4741.05,15%,18%,984241.98,5463269.95,26865.95,4483769.02,18-05-2025,22-05-2025,3.8,app,no,Shadowfax,31607,Rio de Janeiro,RETURNING,International Delivery,Sneakers,Brazilian Real,no,YouTube ads,yes,BAD,316.07,YES,40
Mexico,1.2,214,870,Mercado Libre,Omari Yilmaz,Cryptocurreny,B2C AND C2C,ELECTRONICS,Refunded,DELIVERED,48517,10382638,7277.55,15%,18%,1868874.84,10375360.45,41239.45,8513763.16,19-05-2025,23-05-2025,4.9,Website,yes,Xpressbees,48517,Mexico City,NEW,Next-Day Delivery,Earphones & Headphones,mexican Peso,yes,Influencer blogs,no,BAD,485.17,NO,47
italy,0.8,288,871,Zalando,Omari Bashir,UPI,B2C,accessories,Cancelled,DELIVERED,20632,5942016,3094.8,15%,18%,1069562.88,5938921.2,17537.2,4872453.12,20-05-2025,24-05-2025,3.3,Website,no,Blue Dart,20632,Rome,RETURNING,EXPRESS,Hats & Caps,Euro,no,Influencer Marketing,no,GOOD,206.32,Not Available,38
Russia,0.7,181,872,Wildberries,Oliver Coleman,Debit Card,B2C AND C2C,beauty,Paid,RETURNED,21502,3891862,3225.3,15%,18%,700535.16,3888636.7,18276.7,3191326.84,21-05-2025,25-05-2025,1.2,Direct,yes,FedEx,21502,Moscow,NEW,STANDARD,Toners & Mists,Russian Ruble,yes,Influencer blogs,yes,WORST,215.02,Pre-Approved EMI,43
Spain,0.7,296,873,PCComponentes,Maaya Pereira,Cryptocurreny,B2C,tech gadgets,Pending,IN TRANSIT,39739,11762744,5960.85,15%,18%,2117293.92,11756783.15,33778.15,9645450.08,22-05-2025,26-05-2025,2.5,Direct,yes,FedEx,39739,Barcelona,RETURNING,International Delivery,Soundbars,Euro,no,directly,yes,EXCELLENT,397.39,Card EMI,36
Turkey,0.6,172,874,Trendyol,Nolan Saeed,COD,B2C,beauty,Paid,DELIVERED,35137,6043564,5270.55,15%,18%,1087841.52,6038293.45,29866.45,4955722.48,23-05-2025,27-05-2025,1.1,Social Media,yes,DHL Express,35137,Istanbul,NEW,Next-Day Delivery,Makeup Kits & Combo,Turkish Lira,yes,Influencer Marketing,yes,EXCELLENT,351.37,Debit Card EMI,27
Netherlands,0.5,116,875,Coolblue,Zayd Qureshi,Credit Card,B2C,smartphones,Cancelled,RETURNED,27483,3188028,4122.45,15%,18%,573845.04,3183905.55,23360.55,2614182.96,24-05-2025,28-05-2025,2.3,app,no,Blue Dart,27483,Amsterdam,RETURNING,Next-Day Delivery,Apple,Euro,no,Social Media,no,WORST,274.83,Bank EMI,34
Sweden,0.5,283,876,CDON,Zara Hollis,Payment Gateways,B2C AND C2C,GAMES,Pending,IN TRANSIT,33538,9491254,5030.7,15%,18%,1708425.72,9486223.3,28507.3,7782828.28,25-05-2025,29-05-2025,4.6,app,no,FedEx,33538,Stockholm,NEW,International Delivery,PC Games,Swedish Krona,yes,YouTube ads,no,GOOD,335.38,BNPL (Buy Now Pay Later),25
singapore,0.4,282,877,Amazon SG,Ari Zhang,UPI,B2C,Fashion,Refunded,IN TRANSIT,22299,6288318,3344.85,15%,18%,1131897.24,6284973.15,18954.15,5156420.76,26-05-2025,30-05-2025,4.4,Social Media,yes,Shadowfax,22299,singapore,RETURNING,Scheduled Delivery,Sunglasses,Dollar,no,google ads,yes,BAD,222.99,EMI Declined,22
France,2.6,190,878,Cdiscount,Jonah Johansson,BNPL,B2C,furniture,Cancelled,RETURNED,44632,8480080,6694.8,15%,18%,1526414.4,8473385.2,37937.2,6953665.6,27-05-2025,31-05-2025,1.7,Social Media,yes,DHL Express,44632,Paris,NEW,EXPRESS,Sofas & Couches,Euro,yes,email,no,GOOD,446.32,BNPL (Buy Now Pay Later),20
Australia,1,108,879,Catch,Esme Nguyen,COD,B2C,toys,Failed,DELIVERED,22648,2445984,3397.2,15%,18%,440277.12,2442586.8,19250.8,2005706.88,28-05-2025,01-06-2025,2,app,no,Ecom Express,22648,melbourne,RETURNING,STANDARD,Dolls & Dollhouses,Dollar,no,Influencer blogs,no,BAD,226.48,Bank EMI,31
Brazil,1.3,158,880,Amazon BR,Mei Shukla,Payment Gateways,B2C,BOOKS,Refunded,DELIVERED,45734,7225972,6860.1,15%,18%,1300674.96,7219111.9,38873.9,5925297.04,29-05-2025,02-06-2025,0.3,Website,yes,Xpressbees,45734,São Paulo,RETURNING,Next-Day Delivery,Children’s Books,Brazilian Real,yes,directly,yes,WORST,457.34,BNPL (Buy Now Pay Later),30
Mexico,1.2,213,881,Mercado Libre,Lara Delgado,Debit Card,B2C AND C2C,sports goods,Cancelled,RETURNED,23175,4936275,3476.25,15%,18%,888529.5,4932798.75,19698.75,4047745.5,30-05-2025,03-06-2025,1,app,yes,DTDC,23175,Guadalajara,NEW,International Delivery,Fitness & Training,mexican Peso,no,google ads,yes,EXCELLENT,231.75,EMI Declined,39
italy,0.8,116,882,ePrice,Ayden Takahashi,Cryptocurreny,B2C,computers,Paid,IN TRANSIT,49173,5704068,7375.95,15%,18%,1026732.24,5696692.05,41797.05,4677335.76,31-05-2025,04-06-2025,1.5,Direct,no,FedEx,49173,Milan,RETURNING,EXPRESS,Laptops & Notebooks,Euro,yes,email,no,GOOD,491.73,BNPL (Buy Now Pay Later),32
Russia,0.7,179,883,Ozon,Zara Laurent,COD,B2C AND C2C,BOOKS,Pending,DELIVERED,27245,4876855,4086.75,15%,18%,877833.9,4872768.25,23158.25,3999021.1,01-06-2025,05-06-2025,2,Social Media,no,Blue Dart,27245,Saint Petersburg,RETURNING,Locker Delivery,Academic & Educational,Russian Ruble,yes,YouTube ads,yes,BAD,272.45,Debit Card EMI,41
Spain,0.7,153,884,El Corte Inglés,Rami Harrington,Credit Card,B2C,Grocery,Paid,DELIVERED,25952,3970656,3892.8,15%,18%,714718.08,3966763.2,22059.2,3255937.92,02-06-2025,06-06-2025,0.3,Social Media,yes,Xpressbees,25952,madrid,RETURNING,International Delivery,fruits & Vegetables,Euro,no,directly,yes,GOOD,259.52,Not Available,33
Turkey,0.6,261,885,Hepsiburada,Imani Calderon,Payment Gateways,B2C,HOME,Cancelled,DELIVERED,45168,11788848,6775.2,15%,18%,2121992.64,11782072.8,38392.8,9666855.36,03-06-2025,07-06-2025,3.6,Direct,no,DTDC,45168,Ankara,NEW,Next-Day Delivery,Kitchen & Dining,Turkish Lira,no,Influencer blogs,no,WORST,451.68,Debit Card EMI,23
Netherlands,0.5,206,886,Bol.com,Milan Kumar,UPI,B2C AND C2C,toys,Pending,IN TRANSIT,28715,5915290,4307.25,15%,18%,1064752.2,5910982.75,24407.75,4850537.8,04-06-2025,08-06-2025,4.5,app,yes,Xpressbees,28715,Rotterdam,RETURNING,STANDARD,Plush Toys,Euro,yes,YouTube ads,yes,EXCELLENT,287.15,Bank EMI,42
Sweden,0.5,236,887,Elgiganten,Anjali Hayes,BNPL,B2C,tv&audio,Refunded,RETURNED,23759,5607124,3563.85,15%,18%,1009282.32,5603560.15,20195.15,4597841.68,05-06-2025,09-06-2025,2.4,Website,no,DTDC,23759,Gothenburg,NEW,EXPRESS,LED TVs,Swedish Krona,no,Social Media,no,GOOD,237.59,BNPL (Buy Now Pay Later),50
singapore,0.4,230,888,Qoo10,Kai Brown,COD,B2C AND C2C,beauty,Cancelled,RETURNED,41921,9641830,6288.15,15%,18%,1735529.4,9635541.85,35632.85,7906300.6,06-06-2025,10-06-2025,4,app,no,Shadowfax,41921,singapore,RETURNING,Locker Delivery,Toners & Mists,Dollar,no,google ads,yes,BAD,419.21,EMI Declined,21
France,2.6,145,889,Cdiscount,Oliver Zhang,Payment Gateways,B2C,toys,Failed,IN TRANSIT,25426,3686770,3813.9,15%,18%,663618.6,3682956.1,21612.1,3023151.4,07-06-2025,11-06-2025,5,Website,yes,FedEx,25426,Marseille,NEW,STANDARD,Dolls & Dollhouses,Euro,yes,email,no,GOOD,254.26,BNPL (Buy Now Pay Later),40
China,50,161,890,Tmall,Amara Sato,Net Banking,B2C,Luxury goods,Refunded,DELIVERED,45594,7340634,6839.1,15%,18%,1321314.12,7333794.9,38754.9,6019319.88,08-06-2025,12-06-2025,2.1,Direct,yes,FedEx,45594,Shenzhen,RETURNING,EXPRESS,Luxury Watches,Chinese Yuan,yes,Influencer blogs,yes,WORST,455.94,Debit Card EMI,47
US,27,234,891,Amazon,Zion Romero,Debit Card,B2C AND C2C,BOOKS,Cancelled,IN TRANSIT,45560,10661040,6834,15%,18%,1918987.2,10654206,38726,8742052.8,09-06-2025,13-06-2025,1.6,Social Media,yes,DHL Express,45560,New York City,NEW,International Delivery,non-fiction,Dollar,no,YouTube ads,no,EXCELLENT,455.6,Not Available,38
